1857,"Robinson, Frederick Cayley",Male,1862–1927,1862,1927,"Brentford, United Kingdom","London, United Kingdom",1,http://www.tate.org.uk/art/images/work/N/N03/N03954_8.jpg,1
456,"Robson, George Fennel",Male,1788–1833,1788,1833,"Durham, United Kingdom","London, United Kingdom",5,http://www.tate.org.uk/art/images/work/T/T01/T01012_8.jpg,5
3076,"Rodney, Donald",Male,1961–1998,1961,1998,"Birmingham, United Kingdom","London, United Kingdom",4,http://www.tate.org.uk/art/images/work/P/P78/P78529_8.jpg,4
457,"Romney, George",Male,1734–1802,1734,1802,"Dalton-in-Furness, United Kingdom","Kendal, United Kingdom",26,http://www.tate.org.uk/art/images/work/N/N00/N00312_8.jpg,26
460,"Roper, Richard",Male,c.1730–c.1775,1730,1775,"","",1,http://www.tate.org.uk/art/images/work/T/T02/T02367_8.jpg,1
1866,"Rosenquist, James",Male,born 1933,1933,"","Grand Forks, United States","",21,http://www.tate.org.uk/art/images/work/P/P07/P07241_8.jpg,9
18070,"Bacon, John","",1740–1799,1740,1799,"","",0,http://www.tate.org.uk/art/images/work/N/N05/N05941_8.jpg,0
2370,"Bacon, Sir Nathaniel",Male,1585–1627,1585,1627,"","",1,http://www.tate.org.uk/art/images/work/T/T06/T06995_8.jpg,1
12918,"Baehnisch, Ruth","",1910–1997,1910,1997,"","",0,http://www.tate.org.uk/art/images/work/T/T06/T06995_8.jpg,0
685,"Baertling, Olle",Male,1911–1981,1911,1981,"Halmstad, Sverige","Stockholm, Sverige",2,http://www.tate.org.uk/art/images/work/T/T00/T00747_8.jpg,2
686,"Baj, Enrico",Male,1924–2003,1924,2003,"Milano, Italia","",2,http://www.tate.org.uk/art/images/work/P/P03/P03244_8.jpg,2
13678,"Bakhshi Moakhar, Mahmoud",Male,born 1977,1977,"","Tehran, Îran","",1,http://www.tate.org.uk/art/images/work/T/T13/T13191_8.jpg,1
2360,"Balka, Miroslaw",Male,born 1958,1958,"","Warszawa, Polska","",12,http://www.tate.org.uk/art/images/work/T/T06/T06960_8.jpg,9
688,"Balla, Giacomo",Male,1871–1958,1871,1958,"Torino, Italia","Roma, Italia",1,http://www.tate.org.uk/art/images/work/T/T01/T01222_8.jpg,1
5373,"Baltz, Lewis",Male,born 1945,1945,"","Newport Beach, United States","",4,http://www.tate.org.uk/art/images/work/P/P13/P13261_8.jpg,3
690,"Banc, Jef",Male,born 1930,1930,"","Paris, France","",1,"",0
2687,"Banner, Fiona",Female,born 1966,1966,"","England, United Kingdom","",7,"",6
692,"Baran, Stefan",Male,born 1922,1922,"","Dormans, France","",2,"",0
4731,"Barclay, Claire",Female,born 1968,1968,"","Paisley, United Kingdom","",4,"",0
18,"Barenger, James",Male,1780–1831,1780,1831,"London, United Kingdom","London, United Kingdom",1,http://www.tate.org.uk/art/images/work/T/T02/T02356_8.jpg,1
12686,"Barham, Anna",Female,born 1974,1974,"","Sutton Coldfield, United Kingdom","",1,"",0
693,"Barker, Clive",Male,born 1940,1940,"","Luton, United Kingdom","",4,http://www.tate.org.uk/art/images/work/P/P01/P01803_8.jpg,4
19,"Barker, Thomas, of Bath",Male,1769–1847,1769,1847,"Pontypool, United Kingdom","Bath, United Kingdom",6,http://www.tate.org.uk/art/images/work/N/N00/N00792_8.jpg,5
20,"Barlow, Francis",Male,?1626–1704,1626,1704,"","London, United Kingdom",109,http://www.tate.org.uk/art/images/work/T/T01/T01402_8.jpg,109
10908,"Barlow, Phyllida",Female,born 1944,1944,"","Newcastle upon Tyne, United Kingdom","",17,http://www.tate.org.uk/art/images/work/T/T12/T12488_8.jpg,13
2476,"Barnard, Rev. William Henry",Male,1767 or 9–1818,1767,1818,"","",12,http://www.tate.org.uk/art/images/work/T/T08/T08129_8.jpg,12
696,"Barni, Roberto",Male,born 1939,1939,"","Pistoia, Italia","",2,http://www.tate.org.uk/art/images/work/P/P77/P77024_8.jpg,2
697,"Barns-Graham, Wilhelmina",Female,1912–2004,1912,2004,"Saint Andrews, United Kingdom","",30,"",8
14953,"Barrada, Yto",Female,born 1971,1971,"","Paris, France","",1,"",0
21,"Barret, George, Senior",Male,1728 or 32–1784,1728,1784,"Dublin, Éire","London, United Kingdom",2,http://www.tate.org.uk/art/images/work/D/D00/D00905_8.jpg,2
10168,"Barriball, Anna",Female,born 1972,1972,"","Plymouth, United Kingdom","",4,http://www.tate.org.uk/art/images/work/T/T12/T12370_8.jpg,2
14311,"Barros, Geraldo de",Male,1923–1998,1923,1998,"","",0,http://www.tate.org.uk/art/images/work/T/T01/T01882_8.jpg,0
24,"Barry, James",Male,1741–1806,1741,1806,"Cork, Éire","London, United Kingdom",38,http://www.tate.org.uk/art/images/work/T/T00/T00556_8.jpg,25
6882,"Bartana, Yael",Female,born 1970,1970,"","‘Afula, Yisra'el","",1,"",0
2678,"Barth, Uta",Female,born 1958,1958,"","Berlin, Deutschland","",12,http://www.tate.org.uk/art/images/work/P/P11/P11676_8.jpg,12
2478,"Bartolozzi, Francesco",Male,1727–1815,1727,1815,"Firenze, Italia","Lisboa, Portugal",1,http://www.tate.org.uk/art/images/work/T/T09/T09701_8.jpg,1
699,"Baselitz, Georg",Male,born 1938,1938,"","Sachsen, Deutschland","",68,http://www.tate.org.uk/art/images/work/AR/AR00031_8.jpg,66
4915,"Batchelor, David",Male,born 1955,1955,"","Dundee, United Kingdom","",2,"",1
25,"Bateman, James",Male,1815–1849,1815,1849,"","",1,http://www.tate.org.uk/art/images/work/T/T03/T03210_8.jpg,1
26,"Bates, Harry",Male,1850–1899,1850,1899,"Stevenage, United Kingdom","Saint John's Wood, United Kingdom",3,"",2
11741,"Pires, Paulo","",born 1928,1928,"","","",0,http://www.tate.org.uk/art/images/work/T/T05/T05707_8.jpg,0
1775,"Pirie, Sir George",Male,1863–1946,1863,1946,"Campbeltown, United Kingdom","Glasgow, United Kingdom",1,http://www.tate.org.uk/art/images/work/N/N05/N05106_8.jpg,1
8669,"Pistoletto, Michelangelo",Male,born 1933,1933,"","Biella, Italia","",7,http://www.tate.org.uk/art/images/work/T/T12/T12186_8.jpg,7
2449,"Place, Francis",Male,1647–1728,1647,1728,"Durham, United Kingdom","York, United Kingdom",5,http://www.tate.org.uk/art/images/work/T/T09/T09140_8.jpg,5
1781,"Plumb, John",Male,1927–2008,1927,2008,"Luton, United Kingdom","",4,http://www.tate.org.uk/art/images/work/P/P05/P05060_8.jpg,4
427,"Pocock, Nicholas",Male,1741–1821,1741,1821,Bristol,"England, United Kingdom",21,http://www.tate.org.uk/art/images/work/T/T01/T01009_8.jpg,21
2213,"Polke, Sigmar",Male,1941–2010,1941,2010,Niederschlesien,"Köln, Deutschland",6,http://www.tate.org.uk/art/images/work/P/P77/P77258_8.jpg,5
2564,"Pollard, Robert",Male,1755–1838,1755,1838,"Newcastle upon Tyne, United Kingdom","London, United Kingdom",1,http://www.tate.org.uk/art/images/work/T/T09/T09368_8.jpg,1
1787,"Poole, Henry",Male,1873–1928,1873,1928,"London, United Kingdom","London, United Kingdom",2,"",0
16646,"P-Orridge, Genesis",Male,born 1950,1950,"","Manchester, United Kingdom","",4,http://www.tate.org.uk/art/images/work/T/T13/T13863_8.jpg,2
10236,"Porter, Liliana",Female,born 1941,1941,"","Buenos Aires, Argentina","",1,"",0
1793,"Portway, Douglas",Male,1922–1993,1922,1993,"Johannesburg, South Africa","",1,http://www.tate.org.uk/art/images/work/T/T01/T01479_8.jpg,1
431,"Potter, Frank Huddlestone",Male,1845–1887,1845,1887,"London, United Kingdom","London, United Kingdom",8,http://www.tate.org.uk/art/images/work/N/N02/N02108_8.jpg,8
1795,"Potter, Mary",Female,1900–1981,1900,1981,"Beckenham, United Kingdom","",5,http://www.tate.org.uk/art/images/work/N/N05/N05132_8.jpg,5
432,"Poynter, Ambrose",Male,1796–1886,1796,1886,"London, United Kingdom","Dover, United Kingdom",2,http://www.tate.org.uk/art/images/work/N/N01/N01716_8.jpg,2
1797,"Prendergast, Peter",Male,1946–2007,1946,2007,"Wales, United Kingdom","",1,http://www.tate.org.uk/art/images/work/T/T03/T03898_8.jpg,1
1799,"Pringle, John Quinton",Male,1864–1925,1864,1925,"Glasgow, United Kingdom","Glasgow, United Kingdom",4,http://www.tate.org.uk/art/images/work/T/T02/T02006_8.jpg,3
1802,"Procter, Ernest",Male,1886–1935,1886,1935,"Tynemouth, United Kingdom","North Shields, United Kingdom",1,http://www.tate.org.uk/art/images/work/N/N04/N04839_8.jpg,1
435,"Prout, Samuel",Male,1783–1852,1783,1852,"Plymouth, United Kingdom","London, United Kingdom",13,http://www.tate.org.uk/art/images/work/N/N01/N01978_8.jpg,13
436,"Pyne, James Baker",Male,1800–1870,1800,1870,"Bristol, United Kingdom","",1,http://www.tate.org.uk/art/images/work/N/N01/N01545_8.jpg,1
8056,"Quinn, Ged",Male,born 1963,1963,"","Liverpool, United Kingdom","",1,http://www.tate.org.uk/art/images/work/T/T11/T11976_8.jpg,1
2481,"Berkeley, Rev C J R",Male,"","","","","",1,http://www.tate.org.uk/art/images/work/T/T09/T09466_8.jpg,1
744,"Berman, Eugène",Male,1899–1972,1899,1972,"Sankt-Peterburg, Rossiya","Roma, Italia",1,http://www.tate.org.uk/art/images/work/T/T00/T00334_8.jpg,1
745,"Bernik, Janez",Male,born 1933,1933,"",Slovenija,"",3,"",0
746,"Berry, John, CBE",Male,born 1925,1925,"","","",6,"",0
2234,"Berthot, Jake",Male,born 1939,1939,"","Niagara Falls, United States","",2,http://www.tate.org.uk/art/images/work/P/P11/P11208_8.jpg,2
34,"Bettes, John",Male,active 1531–1570,1531,1570,"","London, United Kingdom",1,http://www.tate.org.uk/art/images/work/N/N01/N01496_8.jpg,1
747,"Beuys, Joseph",Male,1921–1986,1921,1986,"Krefeld, Deutschland","Düsseldorf, Deutschland",578,http://www.tate.org.uk/art/images/work/AR/AR00086_8.jpg,536
748,"Bevan, Robert",Male,1865–1925,1865,1925,"Hove, United Kingdom","London, United Kingdom",5,http://www.tate.org.uk/art/images/work/N/N04/N04750_8.jpg,5
2371,"Bevan, Tony",Male,born 1951,1951,"","Bradford, United Kingdom","",21,"",17
35,"Bewick, Thomas",Male,1753–1828,1753,1828,"England, United Kingdom",Gateshead,0,"",0
5469,"Bhimji, Zarina",Female,born 1963,1963,"","Mbarara, Uganda","",1,"",0
749,"Bicât, André",Male,1909–1996,1909,1996,"Essex, United Kingdom","",9,http://www.tate.org.uk/art/images/work/P/P01/P01368_8.jpg,9
2296,"Bickerton, Ashley",Male,born 1959,1959,"",Barbados,"",3,"",0
750,"Biederman, Charles",Male,1906– 2004,1906,2004,"Cleveland, United States","",1,http://www.tate.org.uk/art/images/work/T/T00/T00882_8.jpg,1
15999,"Biermann, Aenne",Female,1893–1933,1893,1933,"Goch, Deutschland","Gera, Deutschland",4,"",1
1658,"Bigge, John",Male,1892–1973,1892,1973,"Oxford, United Kingdom","",2,http://www.tate.org.uk/art/images/work/T/T03/T03056_8.jpg,2
12110,"Bill, Simon",Male,born 1958,1958,"","Kingston-upon-Thames, United Kingdom","",1,"",0
2749,"Billingham, Richard",Male,born 1970,1970,"","Birmingham, United Kingdom","",2,http://www.tate.org.uk/art/images/work/P/P11/P11677_8.jpg,1
751,"Binning, Bertram",Male,1909–1976,1909,1976,"Alberta, Canada","West Vancouver, Canada",1,http://www.tate.org.uk/art/images/work/P/P03/P03219_8.jpg,1
752,"Bionda, Mario",Male,1913–1985,1913,1985,"Torino, Italia","Milano, Italia",1,"",0
753,"Birch, Samuel John Lamorna",Male,1869–1955,1869,1955,Egremont,"England, United Kingdom",3,http://www.tate.org.uk/art/images/work/N/N04/N04959_8.jpg,1
36,"Bird, Edward",Male,1762–1819,1762,1819,"Wolverhampton, United Kingdom","London, United Kingdom",1,http://www.tate.org.uk/art/images/work/N/N00/N00323_8.jpg,1
754,"Bird, John",Male,born 1945,1945,"","Doncaster, United Kingdom","",1,"",0
16782,"Birdhead (Ji Weiyu, born 1980; Song Tao, born 1979)",Male,established 2004,2004,"","","",2,"",0
755,"Bishop, Henry",Male,1868–1939,1868,1939,"London, United Kingdom","London, United Kingdom",3,http://www.tate.org.uk/art/images/work/N/N04/N04225_8.jpg,3
756,"Bissier, Julius",Male,1893–1965,1893,1965,"Freiburg im Breisgau, Deutschland","Ascona, Schweiz",1,http://www.tate.org.uk/art/images/work/T/T00/T00362_8.jpg,1
757,"Bissière, Roger",Male,1886–1964,1886,1964,"Lot-et-Garonne, France","Lot, France",1,http://www.tate.org.uk/art/images/work/P/P77/P77113_8.jpg,1
758,"Bissill, George",Male,1896–1973,1896,1973,"Fairford, United Kingdom","",1,http://www.tate.org.uk/art/images/work/N/N05/N05341_8.jpg,1
